epoch,loss
0,1.0040553756476769
100,0.9105769490413573
200,0.75635318046765
300,0.6148606912914552
400,0.5221999871755154
500,0.4894926842823081
600,0.4766832789811747
700,0.47029324646138077
800,0.4665449113686719
900,0.4641010243325455
1000,0.46238734782028257
1100,0.4611203050883464
1200,0.4601447580349611
1300,0.45936907040939334
1400,0.4587358764818571
1500,0.458207636733727
1600,0.4577589243513187
1700,0.4573720248981924
1800,0.4570342861415315
1900,0.4567364553740716
2000,0.4564716067815003
2100,0.45623443678693093
2200,0.45602079507454396
2300,0.45582736870084456
2400,0.45565146637899084
2500,0.45549086869021693
2600,0.4553437220147885
2700,0.45520846178102226
2800,0.4550837556751566
2900,0.45496846069725705
3000,0.45486159002618237
3100,0.45476228698944177
3200,0.45466980429353004
3300,0.4545834872305891
3400,0.4545027599476351
3500,0.4544271141137848
3600,0.45435609949198963
3700,0.45428931604171463
3800,0.4542264072649156
3900,0.4541670545705198
4000,0.45411097247943455
4100,0.4540579045276629
4200,0.45400761975247755
4300,0.4539599096679658
4400,0.4539145856531467
4500,0.45387147668931827
4600,0.45383042739411483
4700,0.4537912963085289
4800,0.4537539544003019
4900,0.45371828375295054
5000,0.4536841764145262
5100,0.45365153338420416
5200,0.4536202637181189
5300,0.4535902837386353
5400,0.4535615163335641
5500,0.4535338903337794
5600,0.45350733995932974
5700,0.4534818043255293
5800,0.45345722700168695
5900,0.4534335556161186
6000,0.45341074150195176
6100,0.4533887393789525
6200,0.45336750706720963
6300,0.4533470052290717
6400,0.45332719713616093
6500,0.45330804845870315
6600,0.4532895270747393
6700,0.4532716028970921
6800,0.4532542477161995
6900,0.4532374350571655
7000,0.45322114004956093
7100,0.4532053393086768
7200,0.453190010827086
7300,0.4531751338754902
7400,0.4531606889119424
7500,0.4531466574986436
7600,0.4531330222255867
7700,0.45311976664040676
7800,0.4531068751838593
7900,0.4530943331304089
8000,0.45308212653347607
8100,0.453070242174903
8200,0.45305866751829055
8300,0.45304739066585065
8400,0.45303640031847614
8500,0.45302568573875046
8600,0.45301523671665933
8700,0.4530050435377593
8800,0.45299509695362156
8900,0.45298538815435246
9000,0.4529759087430233
9100,0.45296665071186526
9200,0.45295760642008026
9300,0.45294876857314836
9400,0.45294013020351165
9500,0.45293168465253375
9600,0.4529234255536351
9700,0.452915346816512
9800,0.45290744261237276
9900,0.45289970736009766
