epoch,loss
0,1.1138883545333857
100,0.9295912324525615
200,0.9158858764083743
300,0.8477700483106902
400,0.6005176277834257
500,0.27888376983114344
600,0.12597149499433344
700,0.07348777763911693
800,0.05011125274038509
900,0.03746438593459825
1000,0.029697652470560054
1100,0.024498584022980142
1200,0.020797344254349436
1300,0.018038819142582666
1400,0.015908999696599695
1500,0.014217962587490115
1600,0.012844550210906884
1700,0.011708051089792967
1800,0.010752734155084171
1900,0.009938938844109216
2000,0.00923770624488724
2100,0.00862741786260645
2200,0.008091620809342058
2300,0.007617579727576936
2400,0.007195288036174046
2500,0.006816777608250105
2600,0.006475627154114521
2700,0.006166605834607562
2800,0.005885410734015669
2900,0.005628470645828888
3000,0.005392797470974466
3100,0.005175872308167675
3200,0.004975557164811008
3300,0.004790025824547575
3400,0.004617709202721063
3500,0.004457251775073553
3600,0.004307476553073151
3700,0.004167356716103211
3800,0.004035992472805713
3900,0.003912592062800025
4000,0.0037964560611560747
4100,0.0036869643359015002
4200,0.003583565150685757
4300,0.0034857660127036493
4400,0.0033931259488375657
4500,0.003305248957033735
4600,0.0032217784298028606
4700,0.0031423923858270655
4800,0.0030667993764937713
4900,0.0029947349586492197
5000,0.0029259586443975217
5100,0.002860251254447238
5200,0.0027974126141532053
5300,0.0027372595416543547
5400,0.0026796240858591226
5500,0.0026243519788639777
5600,0.0025713012730068548
5700,0.002520341137392157
5800,0.00247135079256346
5900,0.00242421856519435
6000,0.0023788410473339168
6100,0.0023351223469763433
6200,0.0022929734186017273
6300,0.0022523114639183646
6400,0.0022130593943756206
6500,0.002175145348153399
6600,0.002138502255300873
6700,0.002103067445522653
6800,0.0020687822938167894
6900,0.002035591899775011
7000,0.0020034447968766637
7100,0.0019722926885573557
7200,0.001942090208222002
7300,0.0019127947007081569
7400,0.0018843660229981253
7500,0.0018567663622323185
7600,0.0018299600692984262
7700,0.0018039135064643892
7800,0.001778594907693081
7900,0.00175397425042524
8000,0.001730023137748123
8100,0.0017067146899823007
8200,0.001684023444820752
8300,0.0016619252652442548
8400,0.0016403972545159828
8500,0.0016194176776292647
8600,0.001598965888644418
8700,0.0015790222634064484
8800,0.001559568137184935
8900,0.0015405857468210546
9000,0.001522058177006998
9100,0.0015039693103574155
9200,0.0014863037809645663
9300,0.001469046931157235
9400,0.0014521847712085107
9500,0.001435703941760794
9600,0.0014195916787566524
9700,0.0014038357806830707
9800,0.001388424577952878
9900,0.00137334690426267
